CMDLINE /opt/anaconda3/envs/classifier/bin/python3.11 prot2.py
MEM 4728.734375 1747317062.7981
MEM 4735.906250 1747317062.9132
MEM 4741.515625 1747317063.0279
MEM 4658.109375 1747317063.1461
MEM 4618.562500 1747317063.2635
MEM 4625.203125 1747317063.3777
MEM 4617.609375 1747317063.4915
MEM 4609.515625 1747317063.6143
MEM 4585.546875 1747317063.7298
MEM 4583.359375 1747317063.8476
MEM 4588.093750 1747317063.9609
MEM 4594.015625 1747317064.0754
MEM 4569.234375 1747317064.1853
MEM 4575.093750 1747317064.2957
MEM 4557.171875 1747317064.4117
MEM 4540.718750 1747317064.5240
MEM 4531.968750 1747317064.6338
MEM 4537.921875 1747317064.7459
MEM 4523.671875 1747317064.8588
MEM 4508.031250 1747317064.9750
MEM 4487.031250 1747317065.0878
MEM 4496.984375 1747317065.2013
MEM 4488.515625 1747317065.3152
MEM 4480.828125 1747317065.4277
MEM 4464.484375 1747317065.5383
MEM 4471.921875 1747317065.6534
MEM 4266.796875 1747317065.7694
MEM 4221.781250 1747317065.8858
MEM 4267.859375 1747317065.9998
MEM 4410.359375 1747317066.1125
MEM 4431.546875 1747317066.2228
MEM 4443.437500 1747317066.3315
MEM 4460.062500 1747317066.4431
MEM 4461.343750 1747317066.5482
MEM 4450.750000 1747317066.6575
MEM 4446.031250 1747317066.7672
MEM 4442.937500 1747317066.8789
MEM 4411.125000 1747317066.9898
MEM 4431.703125 1747317067.1002
MEM 4446.812500 1747317067.2098
MEM 4436.781250 1747317067.3153
MEM 4406.531250 1747317067.4249
MEM 4393.406250 1747317067.5345
MEM 4150.828125 1747317067.6396
MEM 4139.921875 1747317067.7491
MEM 4169.093750 1747317067.8557
MEM 4186.968750 1747317067.9641
MEM 4204.281250 1747317068.0726
MEM 4241.093750 1747317068.1823
MEM 4257.062500 1747317068.2894
MEM 4267.062500 1747317068.3977
MEM 4283.171875 1747317068.5052
MEM 4297.203125 1747317068.6112
MEM 4369.343750 1747317068.7185
MEM 4359.875000 1747317068.8279
MEM 4375.156250 1747317068.9372
MEM 4388.968750 1747317069.0464
MEM 4403.421875 1747317069.1547
MEM 4417.828125 1747317069.2643
MEM 4421.265625 1747317069.3687
MEM 4436.015625 1747317069.4780
MEM 4271.640625 1747317069.5873
MEM 4284.812500 1747317069.6966
MEM 4299.046875 1747317069.8061
MEM 4313.156250 1747317069.9157
MEM 4398.765625 1747317070.0254
MEM 4280.718750 1747317070.1312
MEM 4208.000000 1747317070.2393
MEM 4200.937500 1747317070.3477
MEM 4205.656250 1747317070.4572
MEM 4200.718750 1747317070.5668
MEM 4209.265625 1747317070.6764
MEM 4213.031250 1747317070.7860
MEM 4205.453125 1747317070.8955
MEM 4209.625000 1747317071.0013
MEM 4182.750000 1747317071.1088
MEM 4171.875000 1747317071.2178
MEM 4165.515625 1747317071.3230
MEM 4178.671875 1747317071.4326
MEM 4188.062500 1747317071.5372
MEM 4200.906250 1747317071.6444
MEM 3910.546875 1747317071.7500
MEM 3873.296875 1747317071.8596
MEM 3877.953125 1747317071.9681
MEM 3874.015625 1747317072.0776
MEM 3866.468750 1747317072.1842
MEM 3875.593750 1747317072.2937
MEM 3877.906250 1747317072.4024
MEM 3888.109375 1747317072.5112
MEM 3901.453125 1747317072.6173
MEM 3898.765625 1747317072.7268
MEM 3897.140625 1747317072.8358
MEM 3895.687500 1747317072.9451
MEM 3908.609375 1747317073.0527
MEM 3884.031250 1747317073.1626
MEM 3888.359375 1747317073.2710
MEM 3903.484375 1747317073.3802
MEM 3918.000000 1747317073.4893
MEM 3932.625000 1747317073.5986
MEM 3946.625000 1747317073.7066
MEM 3960.828125 1747317073.8135
MEM 3953.343750 1747317073.9206
MEM 3970.203125 1747317074.0285
MEM 3923.484375 1747317074.1383
MEM 3840.828125 1747317074.2479
MEM 3857.468750 1747317074.3580
MEM 3857.468750 1747317074.4673
MEM 3815.625000 1747317074.5772
MEM 3673.078125 1747317074.6867
MEM 3576.406250 1747317074.7943
MEM 3577.843750 1747317074.9038
MEM 3579.312500 1747317075.0119
MEM 3579.312500 1747317075.1214
MEM 3514.000000 1747317075.2310
MEM 3486.078125 1747317075.3359
MEM 3323.531250 1747317075.4446
MEM 3242.250000 1747317075.5499
MEM 3205.187500 1747317075.6558
MEM 3195.781250 1747317075.7656
MEM 3195.781250 1747317075.8721
MEM 3195.843750 1747317075.9818
MEM 3195.859375 1747317076.0898
MEM 3195.875000 1747317076.1972
MEM 2917.406250 1747317076.3072
MEM 2910.812500 1747317076.4125
MEM 2906.093750 1747317076.5219
MEM 2904.406250 1747317076.6313
MEM 2894.406250 1747317076.7408
MEM 2886.937500 1747317076.8503
MEM 2884.890625 1747317076.9598
MEM 2856.781250 1747317077.0695
MEM 2856.781250 1747317077.1793
MEM 2855.093750 1747317077.2889
MEM 2794.734375 1747317077.3961
MEM 2751.328125 1747317077.5058
MEM 2631.453125 1747317077.6155
MEM 2552.343750 1747317077.7251
MEM 2552.343750 1747317077.8349
MEM 2552.343750 1747317077.9445
MEM 2552.343750 1747317078.0541
MEM 2552.343750 1747317078.1637
MEM 2552.359375 1747317078.2733
MEM 2552.359375 1747317078.3828
MEM 2552.375000 1747317078.4923
MEM 2552.375000 1747317078.6019
MEM 2552.375000 1747317078.7114
MEM 2555.125000 1747317078.8210
MEM 2564.125000 1747317078.9306
MEM 2564.125000 1747317079.0402
MEM 2564.125000 1747317079.1488
MEM 2428.703125 1747317079.2592
MEM 2371.843750 1747317079.3683
MEM 2388.640625 1747317079.4789
MEM 2389.375000 1747317079.5886
MEM 2389.390625 1747317079.6984
MEM 2389.390625 1747317079.8051
MEM 2389.390625 1747317079.9146
MEM 2389.390625 1747317080.0244
MEM 2458.625000 1747317080.1307
MEM 2465.828125 1747317080.2363
MEM 2472.062500 1747317080.3459
MEM 2480.031250 1747317080.4556
MEM 2488.250000 1747317080.5650
MEM 2495.812500 1747317080.6748
MEM 2503.078125 1747317080.7810
MEM 2510.593750 1747317080.8910
MEM 2485.406250 1747317081.0008
MEM 2450.828125 1747317081.1108
MEM 2429.531250 1747317081.2211
MEM 2437.312500 1747317081.3302
MEM 2422.968750 1747317081.4359
MEM 2431.031250 1747317081.5436
MEM 2411.000000 1747317081.6489
MEM 2407.359375 1747317081.7583
MEM 2398.843750 1747317081.8658
MEM 2392.187500 1747317081.9755
MEM 2376.515625 1747317082.0826
MEM 2356.125000 1747317082.1920
MEM 2363.203125 1747317082.2969
MEM 2366.671875 1747317082.4063
MEM 2374.875000 1747317082.5157
MEM 2374.375000 1747317082.6239
MEM 2443.953125 1747317082.7332
MEM 2471.593750 1747317082.8426
MEM 2471.593750 1747317082.9520
MEM 2471.593750 1747317083.0612
MEM 2471.609375 1747317083.1707
MEM 2505.859375 1747317083.2802
MEM 2745.250000 1747317083.3900
MEM 2782.265625 1747317083.4979
MEM 2782.156250 1747317083.6072
MEM 2748.593750 1747317083.7148
MEM 2719.109375 1747317083.8223
MEM 2719.109375 1747317083.9319
MEM 2654.296875 1747317084.0423
MEM 2654.281250 1747317084.1519
MEM 2638.515625 1747317084.2613
MEM 2607.656250 1747317084.3732
MEM 2593.187500 1747317084.4830
MEM 2583.718750 1747317084.5896
MEM 2575.171875 1747317084.6980
MEM 2568.453125 1747317084.8077
MEM 2582.625000 1747317084.9155
MEM 2572.843750 1747317085.0223
MEM 2572.843750 1747317085.1311
MEM 2574.359375 1747317085.2407
MEM 2028.484375 1747317085.3481
MEM 1920.718750 1747317085.4582
MEM 1971.468750 1747317085.5640
MEM 1973.171875 1747317085.6736
MEM 1973.312500 1747317085.7827
MEM 1999.765625 1747317085.8943
MEM 2231.406250 1747317086.0033
MEM 2234.359375 1747317086.1136
MEM 2234.531250 1747317086.2242
MEM 2235.281250 1747317086.3337
MEM 2245.906250 1747317086.4497
MEM 2245.906250 1747317086.5809
MEM 2245.937500 1747317086.7027
MEM 2245.921875 1747317086.8146
MEM 2254.953125 1747317086.9230
MEM 2255.140625 1747317087.0337
MEM 2255.171875 1747317087.1411
MEM 2255.343750 1747317087.2487
MEM 2258.890625 1747317087.3632
MEM 2258.890625 1747317087.4766
MEM 2267.921875 1747317087.5833
MEM 2321.125000 1747317087.6935
MEM 2321.125000 1747317087.8038
MEM 2321.234375 1747317087.9161
MEM 2321.234375 1747317088.0239
MEM 2321.250000 1747317088.1330
MEM 2321.250000 1747317088.2442
MEM 2321.250000 1747317088.3512
MEM 2321.250000 1747317088.4640
MEM 2321.250000 1747317088.5724
MEM 2321.250000 1747317088.6867
MEM 2320.171875 1747317088.7989
MEM 2320.031250 1747317088.9070
MEM 2320.031250 1747317089.0195
MEM 2320.031250 1747317089.1309
MEM 2320.031250 1747317089.2410
MEM 2320.078125 1747317089.3555
MEM 2320.093750 1747317089.4685
MEM 2319.750000 1747317089.5807
MEM 2319.750000 1747317089.6912
MEM 2319.750000 1747317089.7988
MEM 2319.750000 1747317089.9099
MEM 2319.750000 1747317090.0161
MEM 2319.750000 1747317090.1267
MEM 2319.750000 1747317090.2371
MEM 2319.750000 1747317090.3485
MEM 2319.750000 1747317090.4587
MEM 2319.750000 1747317090.5697
MEM 2319.750000 1747317090.6766
MEM 2319.750000 1747317090.7871
MEM 2319.750000 1747317090.8977
MEM 2319.750000 1747317091.0064
MEM 2319.750000 1747317091.1130
MEM 2319.750000 1747317091.2193
MEM 2319.750000 1747317091.3297
MEM 2319.750000 1747317091.4405
MEM 2319.750000 1747317091.5523
MEM 2319.750000 1747317091.6590
MEM 2319.750000 1747317091.7709
MEM 2319.750000 1747317091.8816
MEM 2319.750000 1747317091.9924
MEM 2319.750000 1747317092.1011
MEM 2319.750000 1747317092.2113
MEM 2319.750000 1747317092.3218
MEM 2319.750000 1747317092.4323
MEM 2319.750000 1747317092.5435
MEM 2308.265625 1747317092.6647
MEM 2293.640625 1747317092.7753
MEM 2293.640625 1747317092.8858
MEM 2293.640625 1747317092.9967
MEM 2293.640625 1747317093.1074
MEM 2293.656250 1747317093.2189
MEM 2293.656250 1747317093.3298
MEM 2293.656250 1747317093.4401
MEM 2293.656250 1747317093.5502
MEM 2293.656250 1747317093.6607
MEM 2293.656250 1747317093.7665
MEM 2293.656250 1747317093.8768
MEM 2293.671875 1747317093.9895
MEM 2293.671875 1747317094.1002
MEM 2293.671875 1747317094.2107
MEM 2293.671875 1747317094.3214
MEM 2293.671875 1747317094.4320
MEM 2293.671875 1747317094.5421
MEM 2293.671875 1747317094.6498
MEM 2293.671875 1747317094.7609
MEM 2293.671875 1747317094.8711
MEM 2293.671875 1747317094.9815
MEM 2293.687500 1747317095.0921
MEM 2293.687500 1747317095.2045
MEM 2293.687500 1747317095.3151
MEM 2293.687500 1747317095.4279
MEM 2293.687500 1747317095.5363
MEM 2293.687500 1747317095.6501
MEM 2293.687500 1747317095.7612
MEM 2293.687500 1747317095.8737
MEM 2293.687500 1747317095.9818
MEM 2293.687500 1747317096.0962
MEM 2293.703125 1747317096.2065
MEM 2293.703125 1747317096.3156
MEM 2293.703125 1747317096.4288
MEM 2293.718750 1747317096.5392
MEM 2293.718750 1747317096.6483
MEM 2293.718750 1747317096.7601
MEM 2293.718750 1747317096.8662
MEM 2293.718750 1747317096.9793
MEM 2293.750000 1747317097.0922
MEM 2293.750000 1747317097.2033
MEM 2293.750000 1747317097.3140
MEM 2293.750000 1747317097.4245
MEM 2293.750000 1747317097.5343
MEM 2293.765625 1747317097.6452
MEM 2293.765625 1747317097.7525
MEM 2293.765625 1747317097.8627
MEM 2293.765625 1747317097.9734
MEM 2293.765625 1747317098.0851
MEM 2293.765625 1747317098.1986
MEM 2293.765625 1747317098.3102
MEM 2293.765625 1747317098.4207
MEM 2293.765625 1747317098.5311
MEM 2293.765625 1747317098.6420
MEM 2293.765625 1747317098.7488
MEM 2293.765625 1747317098.8591
MEM 2293.765625 1747317098.9657
MEM 2293.765625 1747317099.0779
MEM 2290.687500 1747317099.1886
MEM 2191.921875 1747317099.2997
MEM 2191.921875 1747317099.4106
MEM 2191.921875 1747317099.5221
MEM 2191.937500 1747317099.6321
MEM 2191.937500 1747317099.7421
MEM 2191.937500 1747317099.8507
MEM 2185.609375 1747317099.9636
MEM 2185.609375 1747317100.0752
MEM 2128.796875 1747317100.1845
MEM 2128.796875 1747317100.2926
MEM 2128.812500 1747317100.4027
MEM 2128.812500 1747317100.5138
MEM 2128.812500 1747317100.6244
MEM 2120.687500 1747317100.7327
MEM 1706.125000 1747317100.8462
MEM 1489.531250 1747317100.9967
MEM 1485.781250 1747317101.1090
MEM 1462.687500 1747317101.2319
MEM 1411.796875 1747317101.3448
MEM 1411.812500 1747317101.4564
MEM 1411.812500 1747317101.5679
MEM 1411.828125 1747317101.6779
MEM 1411.843750 1747317101.7897
MEM 1411.843750 1747317101.9003
MEM 1411.843750 1747317102.0094
MEM 1411.859375 1747317102.1208
MEM 1411.859375 1747317102.2290
MEM 1411.859375 1747317102.3400
MEM 1411.859375 1747317102.4505
MEM 1411.875000 1747317102.5582
MEM 1411.875000 1747317102.6691
MEM 1411.875000 1747317102.7811
MEM 1411.890625 1747317102.8915
MEM 1411.890625 1747317103.0030
MEM 1411.890625 1747317103.1124
MEM 1411.890625 1747317103.2194
MEM 1411.890625 1747317103.3310
MEM 1411.906250 1747317103.4436
MEM 1411.906250 1747317103.5534
MEM 1411.906250 1747317103.6654
MEM 1411.921875 1747317103.7749
MEM 1411.921875 1747317103.8831
MEM 1411.921875 1747317103.9965
MEM 1411.921875 1747317104.1033
MEM 1411.921875 1747317104.2163
MEM 1411.921875 1747317104.3286
MEM 1411.921875 1747317104.4393
MEM 1398.531250 1747317104.5540
MEM 1127.578125 1747317104.6740
MEM 906.609375 1747317104.8088
MEM 906.625000 1747317104.9276
MEM 906.671875 1747317105.0385
MEM 906.687500 1747317105.1465
MEM 906.718750 1747317105.2572
MEM 906.781250 1747317105.3659
MEM 906.796875 1747317105.4782
MEM 906.828125 1747317105.5885
MEM 906.843750 1747317105.6987
MEM 906.859375 1747317105.8110
MEM 906.859375 1747317105.9210
MEM 906.875000 1747317106.0322
MEM 906.890625 1747317106.1439
MEM 906.890625 1747317106.2540
MEM 906.937500 1747317106.3646
MEM 906.937500 1747317106.4730
MEM 907.000000 1747317106.5831
MEM 907.031250 1747317106.6902
MEM 907.062500 1747317106.8010
MEM 907.078125 1747317106.9114
MEM 907.125000 1747317107.0219
MEM 907.156250 1747317107.1283
MEM 907.171875 1747317107.2387
MEM 907.203125 1747317107.3507
MEM 907.250000 1747317107.4613
MEM 907.281250 1747317107.5720
MEM 907.296875 1747317107.6826
MEM 907.343750 1747317107.7931
MEM 907.406250 1747317107.9037
MEM 907.468750 1747317108.0145
MEM 907.500000 1747317108.1243
MEM 907.562500 1747317108.2315
MEM 907.625000 1747317108.3425
MEM 907.625000 1747317108.4537
MEM 907.656250 1747317108.5643
MEM 907.687500 1747317108.6748
MEM 907.687500 1747317108.7858
MEM 907.703125 1747317108.8962
MEM 907.734375 1747317109.0067
MEM 907.765625 1747317109.1154
MEM 907.796875 1747317109.2260
MEM 907.796875 1747317109.3353
MEM 907.796875 1747317109.4472
MEM 907.828125 1747317109.5582
MEM 907.859375 1747317109.6691
MEM 907.859375 1747317109.7750
MEM 907.859375 1747317109.8851
MEM 907.875000 1747317109.9959
MEM 907.890625 1747317110.1064
MEM 907.937500 1747317110.2169
MEM 907.953125 1747317110.3284
MEM 907.984375 1747317110.4353
MEM 907.984375 1747317110.5470
MEM 908.046875 1747317110.6590
MEM 908.062500 1747317110.7704
MEM 908.156250 1747317110.8811
MEM 908.234375 1747317110.9916
MEM 908.250000 1747317111.1041
MEM 908.312500 1747317111.2150
MEM 908.312500 1747317111.3264
MEM 908.312500 1747317111.4377
MEM 908.312500 1747317111.5483
MEM 908.312500 1747317111.6603
MEM 908.359375 1747317111.7725
MEM 908.359375 1747317111.8846
MEM 908.359375 1747317111.9924
MEM 908.359375 1747317112.0997
MEM 908.359375 1747317112.2110
MEM 908.359375 1747317112.3227
MEM 908.359375 1747317112.4339
MEM 908.390625 1747317112.5446
MEM 908.390625 1747317112.6556
MEM 908.406250 1747317112.7659
MEM 908.406250 1747317112.8785
MEM 908.546875 1747317112.9887
MEM 908.593750 1747317113.0983
MEM 908.593750 1747317113.2092
MEM 908.593750 1747317113.3195
MEM 908.593750 1747317113.4299
MEM 908.609375 1747317113.5406
MEM 908.765625 1747317113.6510
MEM 908.765625 1747317113.7624
MEM 908.765625 1747317113.8727
MEM 908.765625 1747317113.9815
MEM 908.765625 1747317114.0922
MEM 908.765625 1747317114.2032
MEM 908.765625 1747317114.3136
MEM 908.796875 1747317114.4238
MEM 908.796875 1747317114.5341
MEM 908.796875 1747317114.6470
MEM 908.812500 1747317114.7583
MEM 908.828125 1747317114.8667
MEM 908.828125 1747317114.9785
MEM 908.828125 1747317115.0905
MEM 908.828125 1747317115.2010
MEM 908.843750 1747317115.3136
MEM 908.843750 1747317115.4250
MEM 908.859375 1747317115.5356
MEM 908.859375 1747317115.6466
MEM 908.875000 1747317115.7548
MEM 908.875000 1747317115.8652
MEM 908.875000 1747317115.9762
MEM 908.890625 1747317116.0882
MEM 908.890625 1747317116.2002
MEM 908.890625 1747317116.3103
MEM 908.890625 1747317116.4209
MEM 908.890625 1747317116.5290
MEM 908.921875 1747317116.6401
MEM 908.953125 1747317116.7504
MEM 908.968750 1747317116.8610
MEM 908.968750 1747317116.9717
MEM 908.968750 1747317117.0823
MEM 908.984375 1747317117.1939
MEM 909.000000 1747317117.3045
MEM 909.015625 1747317117.4154
MEM 909.031250 1747317117.5260
MEM 909.031250 1747317117.6343
MEM 909.031250 1747317117.7453
MEM 909.046875 1747317117.8560
MEM 909.078125 1747317117.9676
MEM 909.093750 1747317118.0746
MEM 909.093750 1747317118.1857
MEM 909.093750 1747317118.2982
MEM 909.093750 1747317118.4083
MEM 909.109375 1747317118.5185
MEM 909.109375 1747317118.6253
MEM 909.125000 1747317118.7319
MEM 909.125000 1747317118.8425
MEM 909.140625 1747317118.9539
MEM 909.187500 1747317119.0643
MEM 909.234375 1747317119.1723
MEM 909.234375 1747317119.2821
MEM 909.250000 1747317119.3925
MEM 909.250000 1747317119.5047
MEM 909.265625 1747317119.6155
MEM 909.281250 1747317119.7244
MEM 909.296875 1747317119.8363
MEM 909.296875 1747317119.9417
MEM 909.296875 1747317120.0521
MEM 909.375000 1747317120.1651
MEM 909.390625 1747317120.2767
MEM 909.390625 1747317120.3829
MEM 909.406250 1747317120.4936
MEM 909.421875 1747317120.6015
MEM 909.421875 1747317120.7116
MEM 909.421875 1747317120.8234
MEM 909.453125 1747317120.9343
MEM 909.484375 1747317121.0454
MEM 909.484375 1747317121.1527
MEM 909.484375 1747317121.2653
MEM 909.484375 1747317121.3773
MEM 909.484375 1747317121.4877
MEM 909.500000 1747317121.6005
MEM 909.500000 1747317121.7106
MEM 909.500000 1747317121.8211
MEM 909.515625 1747317121.9313
MEM 909.546875 1747317122.0419
MEM 909.546875 1747317122.1485
MEM 909.546875 1747317122.2589
MEM 909.546875 1747317122.3699
MEM 909.546875 1747317122.4803
MEM 909.546875 1747317122.5933
MEM 909.546875 1747317122.7026
MEM 909.562500 1747317122.8151
MEM 909.562500 1747317122.9252
MEM 909.578125 1747317123.0325
MEM 909.578125 1747317123.1435
MEM 909.625000 1747317123.2535
MEM 909.625000 1747317123.3644
MEM 909.625000 1747317123.4704
MEM 909.625000 1747317123.5832
MEM 909.625000 1747317123.6905
MEM 909.656250 1747317123.8023
MEM 909.656250 1747317123.9142
MEM 909.656250 1747317124.0253
MEM 909.656250 1747317124.1320
MEM 909.656250 1747317124.2428
MEM 909.656250 1747317124.3530
MEM 909.656250 1747317124.4640
MEM 909.656250 1747317124.5748
MEM 909.671875 1747317124.6880
MEM 909.671875 1747317124.7987
MEM 909.671875 1747317124.9107
MEM 909.671875 1747317125.0215
MEM 909.671875 1747317125.1330
MEM 909.671875 1747317125.2454
MEM 909.796875 1747317125.3560
MEM 909.796875 1747317125.4691
MEM 909.796875 1747317125.5795
MEM 909.812500 1747317125.6908
MEM 909.812500 1747317125.7997
MEM 909.812500 1747317125.9129
MEM 909.812500 1747317126.0234
MEM 909.812500 1747317126.1343
MEM 909.812500 1747317126.2447
MEM 909.828125 1747317126.3558
MEM 909.828125 1747317126.4670
MEM 909.828125 1747317126.5785
MEM 909.828125 1747317126.6889
MEM 909.828125 1747317126.7987
MEM 909.828125 1747317126.9103
MEM 909.843750 1747317127.0210
MEM 909.843750 1747317127.1294
MEM 909.843750 1747317127.2401
MEM 909.843750 1747317127.3508
MEM 909.843750 1747317127.4617
MEM 909.843750 1747317127.5674
MEM 909.859375 1747317127.6788
MEM 909.859375 1747317127.7865
MEM 909.875000 1747317127.8975
MEM 909.890625 1747317128.0082
MEM 1405.812500 1747317128.1215
MEM 2861.062500 1747317128.2348
MEM 3565.390625 1747317128.3447
MEM 3769.375000 1747317128.4588
MEM 3787.218750 1747317128.5705
MEM 3827.140625 1747317128.6836
MEM 3829.062500 1747317128.8005
MEM 3857.890625 1747317128.9106
MEM 322.281250 1747317129.0275
MEM 573.250000 1747317129.1317
MEM 579.796875 1747317129.2408
MEM 743.359375 1747317129.3498
